Time		Current
0.010000	0.000000E0
0.020000	0.000000E0
0.030000	9.660000E-13
0.040000	2.255000E-12
0.050000	-1.288000E-12
0.060000	-3.865000E-12
0.070000	-1.449300E-11
0.080000	-1.449400E-11
0.090000	-5.797000E-12
0.100000	3.220000E-13
0.110000	5.475000E-12
0.120000	-6.440000E-13
0.130000	-2.898000E-12
0.140000	-3.543000E-12
0.150000	-1.288000E-12
0.160000	2.254000E-12
0.170000	1.288000E-12
0.180000	3.221000E-12
0.190000	2.577000E-12
0.200000	-9.670000E-13
0.210000	-1.288000E-12
0.220000	-7.085000E-12
0.230000	-5.798000E-12
0.240000	-8.374000E-12
0.250000	-1.062800E-11
0.260000	-9.984000E-12
0.270000	-1.674800E-11
0.280000	-9.984000E-12
0.290000	-3.221000E-12
0.300000	2.255000E-12
0.310000	1.449300E-11
0.320000	1.932400E-11
0.330000	2.737600E-11
0.340000	3.285200E-11
0.350000	3.059600E-11
0.360000	2.995300E-11
0.370000	1.835800E-11
0.380000	1.127200E-11
0.390000	2.255000E-12
0.400000	-5.797000E-12
0.410000	-6.120000E-12
0.420000	-1.030600E-11
0.430000	-8.696000E-12
0.440000	-8.696000E-12
0.450000	-8.696000E-12
0.460000	-6.119000E-12
0.470000	-7.408000E-12
0.480000	-3.865000E-12
0.490000	-2.576000E-12
0.500000	-5.153000E-12
0.510000	-2.255000E-12
0.520000	-5.153000E-12
0.530000	-6.440000E-13
0.540000	0.000000E0
0.550000	-1.933000E-12
0.560000	1.289000E-12
0.570000	3.220000E-13
0.580000	1.288000E-12
0.590000	2.255000E-12
0.600000	-6.450000E-13
0.610000	3.221000E-12
0.620000	6.440000E-13
0.630000	1.933000E-12
0.640000	4.187000E-12
0.650000	9.660000E-13
0.660000	4.187000E-12
0.670000	1.932000E-12
0.680000	3.220000E-13
0.690000	3.220000E-13
0.700000	-4.509000E-12
0.710000	-5.475000E-12
0.720000	-7.730000E-12
0.730000	-2.576000E-12
0.740000	2.254000E-12
0.750000	3.220000E-13
0.760000	1.933000E-12
0.770000	-3.221000E-12
0.780000	3.220000E-13
0.790000	-9.660000E-13
0.800000	-4.187000E-12
0.810000	-1.288000E-12
0.820000	-5.475000E-12
0.830000	-2.899000E-12
0.840000	-1.932000E-12
0.850000	-3.543000E-12
0.860000	0.000000E0
0.870000	-1.611000E-12
0.880000	0.000000E0
0.890000	3.221000E-12
0.900000	3.865000E-12
0.910000	1.256100E-11
0.920000	1.674700E-11
0.930000	2.447800E-11
0.940000	2.898600E-11
0.950000	2.608800E-11
0.960000	2.318900E-11
0.970000	1.256100E-11
0.980000	5.475000E-12
0.990000	-1.610000E-12
1.000000	-9.340000E-12
1.010000	-1.127300E-11
1.020000	-1.513700E-11
1.030000	-1.513700E-11
1.040000	-1.417200E-11
1.050000	-1.191600E-11
1.060000	-5.797000E-12
1.070000	-7.086000E-12
1.080000	-5.475000E-12
1.090000	-3.221000E-12
1.100000	-5.797000E-12
1.110000	-1.289000E-12
1.120000	-2.898000E-12
1.130000	1.288000E-12
1.140000	1.610000E-12
1.150000	0.000000E0
1.160000	2.577000E-12
1.170000	6.440000E-13
1.180000	1.933000E-12
1.190000	1.932000E-12
1.200000	-3.220000E-13
1.210000	4.187000E-12
1.220000	9.660000E-13
1.230000	1.610000E-12
1.240000	9.670000E-13
1.250000	-1.289000E-12
1.260000	0.000000E0
1.270000	-1.288000E-12
1.280000	-1.932000E-12
1.290000	0.000000E0
1.300000	-4.509000E-12
1.310000	-5.476000E-12
1.320000	-8.695000E-12
1.330000	-4.187000E-12
1.340000	1.610000E-12
1.350000	3.220000E-13
1.360000	2.255000E-12
1.370000	-2.255000E-12
1.380000	-6.440000E-13
1.390000	-3.220000E-13
1.400000	-9.660000E-13
1.410000	3.220000E-13
1.420000	-1.611000E-12
1.430000	-1.288000E-12
1.440000	-1.288000E-12
1.450000	-4.187000E-12
1.460000	-3.220000E-13
1.470000	-1.611000E-12
1.480000	3.220000E-13
1.490000	1.933000E-12
1.500000	3.221000E-12
1.510000	1.256000E-11
1.520000	1.771400E-11
1.530000	2.415600E-11
1.540000	2.866400E-11
1.550000	2.576600E-11
1.560000	2.222300E-11
1.570000	1.159400E-11
1.580000	3.221000E-12
1.590000	-2.899000E-12
1.600000	-1.062800E-11
1.610000	-1.159500E-11
1.620000	-1.513700E-11
1.630000	-1.352700E-11
1.640000	-1.127300E-11
1.650000	-1.191600E-11
1.660000	-8.374000E-12
1.670000	-1.062800E-11
1.680000	-8.052000E-12
1.690000	-6.442000E-12
1.700000	-8.373000E-12
1.710000	-4.187000E-12
1.720000	-4.187000E-12
1.730000	-9.660000E-13
1.740000	3.220000E-13
1.750000	6.440000E-13
1.760000	2.898000E-12
1.770000	1.933000E-12
1.780000	2.254000E-12
1.790000	1.289000E-12
1.800000	-6.120000E-12
1.810000	-8.374000E-12
1.820000	-5.153000E-12
1.830000	9.660000E-13
1.840000	4.509000E-12
1.850000	1.611000E-12
1.860000	4.509000E-12
1.870000	1.610000E-12
1.880000	1.933000E-12
1.890000	3.220000E-13
1.900000	-3.543000E-12
1.910000	-4.187000E-12
1.920000	-7.730000E-12
1.930000	-4.509000E-12
1.940000	-9.660000E-13
1.950000	-2.899000E-12
1.960000	0.000000E0
1.970000	-9.660000E-13
1.980000	0.000000E0
1.990000	3.220000E-13
2.000000	-2.254000E-12
2.010000	6.440000E-13
2.020000	-1.610000E-12
2.030000	-1.289000E-12
2.040000	-6.440000E-13
2.050000	-3.543000E-12
2.060000	-3.220000E-13
2.070000	-2.254000E-12
2.080000	-9.660000E-13
2.090000	6.440000E-13
2.100000	1.932000E-12
2.110000	9.662000E-12
2.120000	1.191700E-11
2.130000	2.093500E-11
2.140000	2.576500E-11
2.150000	2.286700E-11
2.160000	2.222300E-11
2.170000	1.288300E-11
2.180000	5.153000E-12
2.190000	-6.440000E-13
2.200000	-8.696000E-12
2.210000	-1.030600E-11
2.220000	-1.352700E-11
2.230000	-1.481500E-11
2.240000	-1.288300E-11
2.250000	-1.481600E-11
2.260000	-9.662000E-12
2.270000	-1.030600E-11
2.280000	-7.730000E-12
2.290000	-4.509000E-12
2.300000	-5.475000E-12
2.310000	-2.899000E-12
2.320000	-3.220000E-12
2.330000	-2.899000E-12
2.340000	0.000000E0
2.350000	-6.440000E-13
2.360000	3.865000E-12
2.370000	1.288000E-12
2.380000	2.899000E-12
2.390000	4.187000E-12
2.400000	1.610000E-12
2.410000	3.543000E-12
2.420000	1.288000E-12
2.430000	6.440000E-13
2.440000	6.440000E-13
2.450000	-2.254000E-12
2.460000	9.660000E-13
2.470000	-1.288000E-12
2.480000	9.660000E-13
2.490000	-6.440000E-13
2.500000	-7.086000E-12
2.510000	-3.865000E-12
2.520000	-6.441000E-12
2.530000	0.000000E0
2.540000	6.440000E-13
2.550000	-4.509000E-12
2.560000	-3.543000E-12
2.570000	-3.864000E-12
2.580000	-1.611000E-12
2.590000	3.220000E-13
2.600000	-1.932000E-12
2.610000	1.288000E-12
2.620000	-1.610000E-12
2.630000	-3.220000E-13
2.640000	-6.440000E-13
2.650000	-3.865000E-12
2.660000	-1.289000E-12
2.670000	-4.186000E-12
2.680000	-9.670000E-13
2.690000	2.577000E-12
2.700000	5.153000E-12
2.710000	1.320500E-11
2.720000	1.642600E-11
2.730000	2.286700E-11
2.740000	2.447700E-11
2.750000	2.029000E-11
2.760000	1.707000E-11
2.770000	7.086000E-12
2.780000	1.610000E-12
2.790000	-2.898000E-12
2.800000	-9.663000E-12
2.810000	-9.662000E-12
2.820000	-1.384900E-11
2.830000	-1.223900E-11
2.840000	-1.223800E-11
2.850000	-1.288300E-11
2.860000	-8.374000E-12
2.870000	-9.662000E-12
2.880000	-6.764000E-12
2.890000	-5.475000E-12
2.900000	-4.831000E-12
2.910000	0.000000E0
2.920000	-9.660000E-13
2.930000	9.660000E-13
2.940000	1.933000E-12
2.950000	9.660000E-13
2.960000	4.509000E-12
2.970000	1.288000E-12
